Tid,coupon_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,Label,Results
172.217.10.78-10.42.0.211-443-50783-6,coupon_145770,C709824,Female,68,Technology,4,4200.0,Debit Card,06-01-23,Emaar Square Mall,1,1
10.42.0.151-72.30.196.161-58384-443-6,coupon_252778,C339202,Female,50,Shoes,1,600.17,Debit Card,12-07-22,Istinye Park,0,0
198.11.188.75-10.42.0.151-443-44865-6,coupon_364470,C162162,Male,30,Shoes,2,1200.34,Cash,24-01-23,Istinye Park,1,1
175.100.207.233-10.42.0.42-80-52214-6,coupon_592896,C108465,Male,35,Clothing,4,1200.32,Debit Card,05-02-21,Zorlu Center,0,0
172.217.12.166-10.42.0.151-443-55147-6,coupon_639644,C682985,Male,54,Clothing,2,600.16,Debit Card,23-07-22,Kanyon,1,1
172.217.6.202-10.42.0.211-443-35445-6,coupon_148485,C309367,Male,20,Food & Beverage,1,5.23,Cash,15-02-21,Metropol AVM,0,0
10.42.0.211-23.206.166.62-36991-80-6,coupon_271886,C218573,Female,58,Cosmetics,2,81.32,Credit Card,14-05-22,Emaar Square Mall,1,1
10.42.0.211-31.13.71.52-49572-443-6,coupon_185724,C175732,Male,31,Toys,1,35.84,Cash,27-04-21,Istinye Park,1,1
10.42.0.42-121.12.98.63-44729-80-6,coupon_623959,C103461,Female,29,Cosmetics,2,81.32,Cash,09-09-21,Metropol AVM,1,1
172.217.6.195-10.42.0.211-80-57464-6,coupon_222357,C249679,Male,47,Souvenir,1,11.73,Cash,15-08-22,Metropol AVM,0,0
10.42.0.211-10.42.0.1-24963-53-17,coupon_148614,C178845,Female,18,Shoes,1,600.17,Cash,17-04-21,Mall of Istanbul,1,1
10.42.0.42-52.197.242.223-60378-443-6,coupon_813784,C177475,Female,20,Technology,2,2100.0,Credit Card,27-08-22,Forum Istanbul,0,0
172.217.6.202-10.42.0.211-443-33400-6,coupon_211758,C267852,Female,50,Clothing,1,300.08,Debit Card,21-02-22,Cevahir AVM,1,1
180.149.153.68-10.42.0.42-80-37898-6,coupon_270546,C194974,Male,47,Cosmetics,4,162.64,Cash,14-06-22,Kanyon,1,1
8.0.6.4-8.6.0.1-0-0-0,coupon_891663,C128277,Male,48,Cosmetics,5,203.3,Credit Card,24-12-22,Cevahir AVM,0,0
172.217.12.202-10.42.0.211-443-59342-6,coupon_162663,C502572,Male,35,Shoes,3,1800.51,Credit Card,03-01-22,Metrocity,1,1
173.194.207.138-10.42.0.211-443-55135-6,coupon_252732,C337111,Female,50,Technology,1,1050.0,Credit Card,03-12-22,Mall of Istanbul,1,1
10.42.0.211-87.240.165.91-57359-80-6,coupon_823227,C243037,Female,41,Clothing,4,1200.32,Cash,27-05-22,Metrocity,0,0
172.217.12.142-10.42.0.211-443-49526-6,coupon_185731,C334686,Female,27,Clothing,1,300.08,Credit Card,10-03-22,Zorlu Center,0,0
172.217.7.3-10.42.0.151-443-45898-6,coupon_309813,C265568,Female,64,Food & Beverage,2,10.46,Credit Card,19-12-21,Mall of Istanbul,0,0
10.42.0.211-47.88.66.107-56949-443-6,coupon_255891,C335904,Male,42,Technology,5,5250.0,Debit Card,03-04-22,Istinye Park,1,1
10.42.0.211-10.42.0.1-36410-53-17,coupon_144011,C119157,Female,22,Cosmetics,4,162.64,Credit Card,05-03-21,Mall of Istanbul,1,1
10.42.0.211-23.205.16.85-52488-80-6,coupon_291710,C559217,Female,64,Clothing,2,600.16,Cash,03-10-22,Kanyon,1,1
172.217.9.225-10.42.0.211-443-39745-6,coupon_163500,C280866,Male,59,Shoes,5,3000.85,Debit Card,30-07-22,Kanyon,0,0
10.42.0.1-10.42.0.42-53-22510-17,coupon_107888,C574590,Female,53,Clothing,3,900.24,Debit Card,08-02-21,Kanyon,1,1
10.42.0.211-104.192.110.245-49997-443-6,coupon_977597,C919190,Male,29,Cosmetics,1,40.66,Credit Card,05-12-22,Mall of Istanbul,0,0
10.42.0.42-66.231.239.125-32956-443-6,coupon_283132,C185049,Female,30,Clothing,2,600.16,Credit Card,02-03-22,Metrocity,0,0
172.217.12.206-10.42.0.151-443-51124-17,coupon_637087,C295880,Female,50,Clothing,5,1500.4,Cash,12-02-23,Kanyon,1,1
10.42.0.211-77.234.44.201-42226-80-6,coupon_335650,C245681,Female,42,Clothing,5,1500.4,Credit Card,30-01-23,Mall of Istanbul,0,0
10.42.0.211-10.42.0.1-4145-53-17,coupon_259858,C316015,Male,23,Clothing,4,1200.32,Cash,27-11-21,Mall of Istanbul,0,0
203.205.158.56-10.42.0.211-80-60809-6,coupon_214598,C111244,Female,41,Cosmetics,1,40.66,Cash,02-03-21,Kanyon,1,1
172.217.10.142-10.42.0.151-443-47408-6,coupon_309383,C716683,Male,29,Cosmetics,4,162.64,Debit Card,22-10-21,Istinye Park,0,0
173.194.175.138-10.42.0.151-443-53008-6,coupon_228443,C201036,Female,59,Clothing,4,1200.32,Debit Card,21-07-21,Kanyon,1,1
172.217.10.110-10.42.0.151-443-57294-6,coupon_111221,C136714,Female,34,Clothing,5,1500.4,Debit Card,02-02-22,Kanyon,1,1
10.42.0.151-106.11.14.99-36943-443-6,coupon_205645,C310969,Female,22,Cosmetics,1,40.66,Cash,13-06-22,Metrocity,1,1
203.205.147.229-10.42.0.42-80-43120-6,coupon_296120,C750093,Male,34,Clothing,2,600.16,Cash,10-02-23,Metrocity,1,1
10.42.0.151-10.42.0.1-6478-53-17,coupon_317106,C521028,Female,69,Toys,3,107.52,Credit Card,27-09-22,Metrocity,0,0
10.42.0.211-52.206.66.6-52003-443-6,coupon_300868,C311482,Male,61,Technology,3,3150.0,Cash,28-01-21,Metropol AVM,0,0
10.42.0.1-10.42.0.42-53-54477-17,coupon_254078,C122157,Female,44,Shoes,3,1800.51,Cash,28-05-21,Kanyon,1,1
10.42.0.151-10.42.0.1-1461-53-17,coupon_158508,C369937,Female,64,Technology,3,3150.0,Cash,06-06-22,Mall of Istanbul,0,0
10.42.0.211-122.225.81.56-40498-80-6,coupon_120038,C228472,Female,40,Clothing,4,1200.32,Cash,25-10-21,Metrocity,1,1
192.229.173.173-10.42.0.211-443-45652-6,coupon_208560,C209723,Male,58,Cosmetics,5,203.3,Cash,23-11-21,Istinye Park,0,0
172.217.12.194-10.42.0.151-443-60583-6,coupon_223532,C160421,Male,23,Toys,5,179.2,Credit Card,22-09-21,Istinye Park,0,0
182.22.65.137-10.42.0.211-443-60014-6,coupon_236697,C162397,Male,36,Shoes,3,1800.51,Cash,24-02-21,Metropol AVM,1,1
203.205.158.63-10.42.0.211-80-46895-6,coupon_129022,C940481,Female,64,Souvenir,2,23.46,Cash,29-04-22,Kanyon,0,0
10.42.0.151-31.13.80.5-33350-443-6,coupon_312175,C314546,Female,60,Cosmetics,3,121.98,Cash,06-11-21,Mall of Istanbul,1,1
10.42.0.151-118.123.114.134-43499-80-6,coupon_780362,C271866,Male,39,Cosmetics,1,40.66,Debit Card,12-06-21,Metrocity,1,1
10.42.0.151-59.38.112.48-44995-443-6,coupon_311659,C164577,Male,65,Food & Beverage,3,15.69,Debit Card,19-07-22,Metropol AVM,1,1
172.217.10.99-10.42.0.151-443-45838-6,coupon_279882,C240837,Male,66,Cosmetics,5,203.3,Debit Card,03-06-22,Metropol AVM,1,1
10.42.0.151-98.139.180.180-45069-443-6,coupon_324650,C159771,Male,52,Souvenir,1,11.73,Cash,20-08-22,Kanyon,1,1
10.42.0.211-64.71.142.124-33654-443-6,coupon_760012,C126598,Male,33,Shoes,5,3000.85,Cash,06-02-22,Forum Istanbul,1,1
172.217.10.35-10.42.0.211-443-59241-6,coupon_139536,C882358,Male,63,Food & Beverage,2,10.46,Debit Card,09-11-21,Mall of Istanbul,0,0
172.217.12.163-10.42.0.42-443-40385-6,coupon_500621,C189942,Female,23,Books,4,60.6,Cash,20-02-21,Istinye Park,1,1
10.42.0.211-111.13.147.195-55466-80-6,coupon_227528,C187110,Female,27,Clothing,4,1200.32,Debit Card,17-01-23,Istinye Park,0,0
10.42.0.211-88.212.196.104-45782-443-6,coupon_165544,C388552,Female,22,Food & Beverage,4,20.92,Credit Card,04-04-21,Metrocity,0,0
10.42.0.1-10.42.0.42-53-35788-17,coupon_587552,C110267,Male,23,Clothing,4,1200.32,Debit Card,25-03-22,Kanyon,1,1
10.42.0.211-52.84.6.107-50538-443-6,coupon_170036,C176312,Male,38,Souvenir,3,35.19,Cash,17-08-21,Metropol AVM,1,1
10.42.0.211-52.84.29.55-45345-443-6,coupon_135321,C863183,Male,57,Food & Beverage,1,5.23,Cash,05-08-21,Mall of Istanbul,0,0
157.240.3.19-10.42.0.211-443-35046-6,coupon_679052,C294679,Male,21,Cosmetics,2,81.32,Cash,15-12-21,Mall of Istanbul,1,1
10.42.0.211-77.234.44.200-46608-80-6,coupon_292262,C539974,Female,33,Souvenir,4,46.92,Cash,09-05-22,Istinye Park,0,0
180.149.153.68-10.42.0.42-80-51626-6,coupon_419999,C317223,Male,34,Food & Beverage,4,20.92,Credit Card,05-08-22,Forum Istanbul,1,1
172.217.11.46-10.42.0.151-443-43472-6,coupon_144681,C208844,Male,69,Toys,1,35.84,Credit Card,18-09-22,Emaar Square Mall,0,0
10.42.0.151-10.42.0.1-14499-53-17,coupon_252554,C130720,Male,66,Cosmetics,2,81.32,Credit Card,19-08-21,Emaar Square Mall,1,1
180.163.251.231-10.42.0.211-80-38152-6,coupon_204623,C256755,Female,46,Clothing,3,900.24,Cash,21-08-22,Mall of Istanbul,0,0
10.42.0.151-52.84.26.222-59414-443-6,coupon_212186,C222250,Male,36,Food & Beverage,3,15.69,Credit Card,15-02-21,Kanyon,1,1
151.101.1.140-10.42.0.211-443-48056-6,coupon_435093,C461133,Female,64,Food & Beverage,4,20.92,Debit Card,28-06-21,Kanyon,0,0
203.90.242.126-10.42.0.151-80-34820-6,coupon_251648,C200881,Male,53,Shoes,3,1800.51,Cash,29-05-21,Kanyon,1,1
172.217.12.138-10.42.0.42-443-43887-6,coupon_156107,C164916,Male,66,Cosmetics,1,40.66,Credit Card,14-07-21,Istinye Park,1,1
144.217.109.67-10.42.0.42-123-42625-17,coupon_160481,C143944,Female,19,Shoes,1,600.17,Credit Card,31-12-21,Mall of Istanbul,1,1
182.22.31.252-10.42.0.211-443-54137-6,coupon_134879,C184428,Female,55,Souvenir,5,58.65,Cash,03-09-22,Kanyon,1,1
10.42.0.151-10.42.0.1-58768-53-17,coupon_139920,C229001,Male,50,Food & Beverage,5,26.15,Credit Card,27-09-22,Metropol AVM,1,1
10.42.0.151-10.42.0.1-14701-53-17,coupon_289344,C197522,Male,39,Cosmetics,4,162.64,Credit Card,17-01-23,Emaar Square Mall,1,1
209.10.120.26-10.42.0.211-80-55218-6,coupon_281376,C299443,Male,64,Shoes,4,2400.68,Credit Card,07-10-21,Mall of Istanbul,1,1
198.11.188.78-10.42.0.211-443-44995-6,coupon_328845,C582235,Female,49,Technology,5,5250.0,Debit Card,24-05-21,Mall of Istanbul,1,1
10.42.0.211-52.206.66.6-52003-443-6,coupon_228840,C128660,Female,45,Clothing,2,600.16,Credit Card,05-03-23,Kanyon,1,1
209.10.120.26-10.42.0.211-80-44971-6,coupon_227550,C212483,Male,52,Toys,5,179.2,Cash,12-12-22,Metrocity,1,1
10.42.0.211-121.12.98.62-35334-80-6,coupon_223232,C523660,Male,42,Clothing,1,300.08,Cash,25-08-22,Metrocity,0,0
182.22.25.252-10.42.0.42-80-36607-6,coupon_161152,C432354,Male,55,Cosmetics,2,81.32,Cash,11-02-21,Mall of Istanbul,1,1
10.42.0.151-58.63.236.212-42493-443-6,coupon_395632,C183706,Male,63,Toys,2,71.68,Cash,14-05-22,Kanyon,1,1
172.217.3.99-10.42.0.211-80-54783-6,coupon_201969,C211766,Female,32,Food & Beverage,5,26.15,Credit Card,03-12-21,Forum Istanbul,0,0
157.240.18.36-10.42.0.211-443-58715-6,coupon_271715,C271297,Female,49,Clothing,5,1500.4,Cash,02-01-21,Metropol AVM,0,0
209.85.201.102-10.42.0.211-443-42775-6,coupon_682326,C307855,Female,24,Technology,5,5250.0,Cash,25-10-21,Mall of Istanbul,1,1
10.42.0.211-31.13.80.52-49784-443-6,coupon_175726,C130682,Female,37,Clothing,2,600.16,Cash,16-07-21,Metrocity,0,0
192.229.163.180-10.42.0.211-443-49983-6,coupon_885734,C105423,Female,41,Clothing,1,300.08,Cash,26-10-21,Kanyon,0,0
10.42.0.211-106.11.92.1-43393-443-6,coupon_133667,C193454,Female,39,Toys,3,107.52,Debit Card,30-01-22,Viaport Outlet,0,0
10.42.0.151-111.206.25.159-51366-80-6,coupon_420393,C170711,Male,19,Shoes,4,2400.68,Debit Card,02-05-21,Metrocity,1,1
10.42.0.211-47.89.69.217-38704-443-6,coupon_313796,C399735,Female,59,Clothing,2,600.16,Cash,23-12-21,Mall of Istanbul,1,1
172.217.12.170-10.42.0.151-443-48288-6,coupon_133368,C330736,Female,68,Souvenir,4,46.92,Debit Card,15-05-22,Mall of Istanbul,0,0
222.73.28.96-10.42.0.42-80-56096-6,coupon_788763,C200345,Female,52,Toys,3,107.52,Credit Card,19-10-21,Kanyon,0,0
10.42.0.151-14.17.42.57-55398-80-6,coupon_205094,C101897,Female,60,Clothing,4,1200.32,Cash,09-06-21,Emaar Square Mall,1,1
172.217.6.238-10.42.0.151-443-51118-6,coupon_197681,C106311,Male,39,Clothing,2,600.16,Credit Card,15-03-22,Metrocity,0,0
10.42.0.211-123.125.115.164-57370-443-6,coupon_133290,C334601,Female,26,Clothing,5,1500.4,Cash,08-01-23,Metrocity,0,0
10.42.0.211-47.89.69.236-41507-443-6,coupon_239562,C294370,Female,33,Clothing,2,600.16,Credit Card,21-02-22,Kanyon,0,0
10.42.0.151-54.192.36.245-32999-80-6,coupon_267453,C189027,Male,57,Clothing,5,1500.4,Credit Card,31-03-21,Emaar Square Mall,1,1
10.42.0.211-23.203.49.224-39849-443-6,coupon_305557,C278541,Female,52,Food & Beverage,5,26.15,Credit Card,04-04-22,Forum Istanbul,1,1
203.205.144.183-10.42.0.151-80-36373-6,coupon_151666,C274501,Female,26,Food & Beverage,2,10.46,Cash,11-10-21,Cevahir AVM,0,0
10.42.0.211-98.139.180.180-54397-443-6,coupon_208609,C221164,Male,63,Clothing,1,300.08,Credit Card,27-01-21,Mall of Istanbul,0,0
172.217.10.78-10.42.0.42-443-36097-6,coupon_140001,C260060,Female,33,Souvenir,4,46.92,Debit Card,23-09-21,Metrocity,1,1
10.42.0.211-123.125.29.220-47173-80-6,coupon_340342,C295466,Male,55,Food & Beverage,1,5.23,Cash,04-03-23,Metrocity,0,0
172.217.10.2-10.42.0.211-443-45174-6,coupon_186496,C145650,Female,26,Cosmetics,4,162.64,Cash,16-08-22,Metropol AVM,1,1
203.205.158.55-10.42.0.211-80-40692-6,coupon_280022,C787279,Female,67,Clothing,5,1500.4,Cash,05-06-21,Zorlu Center,0,0
220.181.7.190-10.42.0.151-443-40081-6,coupon_171740,C279904,Male,64,Clothing,3,900.24,Credit Card,29-11-21,Kanyon,0,0
10.42.0.211-10.42.0.1-25023-53-17,coupon_421240,C382952,Male,18,Souvenir,2,23.46,Credit Card,28-01-23,Istinye Park,0,0
10.42.0.211-10.42.0.1-9251-53-17,coupon_148062,C223465,Female,57,Cosmetics,5,203.3,Cash,23-12-21,Kanyon,1,1
10.42.0.151-103.235.46.211-45704-80-6,coupon_416352,C373731,Female,40,Food & Beverage,3,15.69,Credit Card,12-05-22,Viaport Outlet,1,1
174.35.73.97-10.42.0.211-443-36361-6,coupon_235220,C276445,Male,21,Clothing,2,600.16,Credit Card,04-10-21,Mall of Istanbul,1,1
10.42.0.211-103.235.46.211-33648-443-6,coupon_143441,C194327,Female,48,Toys,4,143.36,Debit Card,22-11-21,Metrocity,0,0
10.42.0.211-31.13.71.3-43340-443-6,coupon_236726,C186023,Male,69,Toys,2,71.68,Cash,12-10-21,Viaport Outlet,1,1
10.42.0.151-31.13.69.195-33447-443-6,coupon_156867,C336395,Female,45,Food & Beverage,5,26.15,Credit Card,12-12-21,Emaar Square Mall,0,0
220.181.7.190-10.42.0.151-443-57368-6,coupon_109824,C183611,Female,59,Clothing,1,300.08,Cash,20-09-21,Mall of Istanbul,1,1
10.42.0.211-47.93.77.222-38814-443-6,coupon_179626,C425857,Male,43,Clothing,1,300.08,Credit Card,04-03-22,Mall of Istanbul,1,1
209.85.144.113-10.42.0.211-443-54102-6,coupon_304932,C935162,Female,47,Clothing,2,600.16,Cash,21-12-22,Istinye Park,0,0
10.42.0.211-10.42.0.1-61163-53-17,coupon_336420,C858254,Male,33,Cosmetics,2,81.32,Cash,24-04-22,Metrocity,1,1
10.42.0.151-23.206.162.129-34289-80-6,coupon_697021,C284961,Male,69,Shoes,5,3000.85,Cash,11-03-22,Forum Istanbul,1,1
10.42.0.211-115.239.210.141-58326-80-6,coupon_656719,C216268,Male,57,Clothing,3,900.24,Cash,27-12-22,Forum Istanbul,1,1
140.205.230.49-10.42.0.42-443-54377-6,coupon_642158,C257213,Female,46,Clothing,4,1200.32,Credit Card,05-07-21,Metrocity,0,0
10.42.0.211-66.198.24.250-52861-443-6,coupon_875030,C241204,Male,48,Books,1,15.15,Credit Card,20-10-21,Mall of Istanbul,1,1
10.42.0.151-10.42.0.1-49073-53-17,coupon_136612,C182933,Male,30,Cosmetics,4,162.64,Debit Card,03-02-22,Metrocity,1,1
10.42.0.1-10.42.0.42-53-31832-17,coupon_158638,C261165,Female,18,Clothing,5,1500.4,Cash,22-10-22,Mall of Istanbul,1,1
10.42.0.42-37.1.204.175-33972-80-6,coupon_201067,C876858,Male,49,Food & Beverage,2,10.46,Credit Card,12-10-21,Kanyon,0,0
10.42.0.151-10.42.0.1-23184-53-17,coupon_189042,C215484,Female,43,Clothing,4,1200.32,Debit Card,12-01-22,Kanyon,1,1
10.42.0.42-36.110.210.167-45916-80-6,coupon_132312,C313275,Female,34,Souvenir,5,58.65,Cash,14-01-23,Kanyon,0,0
222.73.28.96-10.42.0.211-80-37142-6,coupon_114009,C334382,Female,39,Books,2,30.3,Credit Card,17-03-22,Mall of Istanbul,0,0
172.217.2.174-10.42.0.151-443-34135-6,coupon_169226,C123988,Male,20,Toys,3,107.52,Debit Card,30-10-22,Kanyon,1,1
172.217.11.14-10.42.0.151-443-33680-6,coupon_328925,C271255,Male,68,Clothing,2,600.16,Credit Card,08-06-22,Metropol AVM,0,0
10.42.0.151-31.13.71.3-36868-443-6,coupon_230744,C176802,Female,49,Shoes,2,1200.34,Credit Card,04-07-21,Emaar Square Mall,1,1
173.194.204.113-10.42.0.42-443-60703-6,coupon_279659,C327424,Male,58,Cosmetics,2,81.32,Cash,31-03-22,Istinye Park,0,0
10.42.0.151-119.146.74.31-40320-443-6,coupon_230830,C235398,Female,26,Clothing,2,600.16,Cash,20-11-22,Kanyon,0,0
10.42.0.42-36.110.210.167-46099-80-6,coupon_392560,C892096,Male,24,Cosmetics,3,121.98,Cash,22-02-23,Metropol AVM,1,1
162.208.22.39-10.42.0.151-443-55406-6,coupon_165160,C321209,Male,61,Shoes,1,600.17,Cash,26-04-22,Cevahir AVM,1,1
10.42.0.1-10.42.0.42-53-19606-17,coupon_251504,C166181,Male,42,Clothing,2,600.16,Credit Card,25-02-22,Kanyon,1,1
172.217.10.110-10.42.0.151-443-40132-6,coupon_154160,C255639,Female,64,Cosmetics,1,40.66,Cash,24-11-22,Metrocity,1,1
172.217.10.46-10.42.0.211-443-51259-6,coupon_383351,C207215,Male,30,Clothing,1,300.08,Credit Card,11-12-21,Zorlu Center,0,0
10.42.0.211-64.71.142.124-39754-443-6,coupon_139455,C133833,Female,69,Toys,5,179.2,Cash,17-03-21,Forum Istanbul,1,1
182.22.24.252-10.42.0.211-80-46459-6,coupon_166541,C176572,Female,38,Clothing,3,900.24,Credit Card,25-04-21,Forum Istanbul,1,1
172.217.12.142-10.42.0.211-443-38526-6,coupon_241341,C172351,Male,30,Cosmetics,4,162.64,Credit Card,23-04-21,Mall of Istanbul,1,1
169.45.214.235-10.42.0.151-443-55985-6,coupon_757754,C104728,Female,18,Clothing,5,1500.4,Credit Card,16-06-21,Metrocity,0,0
180.149.136.194-10.42.0.211-80-50594-6,coupon_970588,C232031,Female,58,Clothing,1,300.08,Cash,14-06-21,Kanyon,0,0
10.42.0.151-103.7.30.118-55891-80-6,coupon_137571,C210848,Male,35,Toys,4,143.36,Cash,13-02-21,Kanyon,1,1
10.42.0.42-103.7.30.118-38502-80-6,coupon_807995,C298103,Female,31,Food & Beverage,5,26.15,Cash,22-06-22,Metropol AVM,0,0
151.101.1.140-10.42.0.42-443-39272-6,coupon_957100,C431872,Male,26,Clothing,3,900.24,Cash,25-09-21,Kanyon,0,0
10.42.0.151-23.194.141.191-43062-443-6,coupon_169599,C485668,Male,22,Toys,1,35.84,Credit Card,28-09-21,Metropol AVM,1,1
172.217.12.163-10.42.0.42-443-55894-17,coupon_470040,C144162,Male,28,Clothing,3,900.24,Credit Card,27-09-22,Mall of Istanbul,0,0
10.42.0.151-104.244.43.99-50123-443-6,coupon_140941,C182320,Female,29,Shoes,3,1800.51,Cash,16-06-21,Mall of Istanbul,1,1
206.126.112.142-10.42.0.151-443-41807-6,coupon_102404,C142061,Male,38,Clothing,4,1200.32,Credit Card,13-12-21,Mall of Istanbul,0,0
10.42.0.211-23.206.166.66-59521-80-6,coupon_300350,C235773,Female,51,Souvenir,4,46.92,Debit Card,02-03-21,Metropol AVM,0,0
10.42.0.151-54.71.146.239-57327-443-6,coupon_306769,C325524,Female,55,Food & Beverage,4,20.92,Debit Card,24-03-22,Zorlu Center,0,0
203.205.147.229-10.42.0.42-80-54474-6,coupon_880901,C214831,Female,47,Food & Beverage,2,10.46,Cash,08-01-21,Kanyon,1,1
10.42.0.151-10.42.0.1-49343-53-17,coupon_301174,C119219,Female,68,Shoes,2,1200.34,Credit Card,15-01-23,Metrocity,0,0
10.42.0.211-74.125.192.101-57797-443-6,coupon_146964,C761041,Female,57,Toys,2,71.68,Cash,23-08-21,Kanyon,1,1
10.42.0.42-62.138.0.117-42677-80-6,coupon_868386,C269430,Male,30,Cosmetics,4,162.64,Cash,05-12-21,Kanyon,1,1
203.130.53.126-10.42.0.211-80-34449-6,coupon_217437,C116921,Female,53,Food & Beverage,5,26.15,Credit Card,19-04-22,Mall of Istanbul,1,1
10.42.0.211-104.88.81.138-51103-443-6,coupon_282799,C721239,Female,67,Toys,5,179.2,Cash,29-10-22,Istinye Park,0,0
10.42.0.211-104.244.43.3-44692-443-6,coupon_132817,C507725,Female,27,Shoes,5,3000.85,Credit Card,19-07-21,Mall of Istanbul,0,0
10.42.0.211-54.209.185.183-60739-443-6,coupon_206949,C133603,Female,63,Clothing,5,1500.4,Cash,19-07-21,Mall of Istanbul,1,1
239.255.255.250-10.42.0.151-1900-45906-17,coupon_928847,C855678,Female,35,Food & Beverage,3,15.69,Credit Card,23-10-21,Istinye Park,0,0
10.42.0.151-10.42.0.1-16242-53-17,coupon_163935,C297669,Male,62,Clothing,4,1200.32,Debit Card,07-01-21,Kanyon,0,0
10.42.0.151-10.42.0.1-20466-53-17,coupon_327028,C324332,Female,20,Clothing,4,1200.32,Cash,02-10-21,Forum Istanbul,0,0
10.42.0.211-54.243.32.68-41555-443-6,coupon_240617,C239313,Male,34,Cosmetics,5,203.3,Credit Card,29-05-21,Kanyon,1,1
172.217.12.142-10.42.0.211-443-32818-6,coupon_174053,C485136,Male,56,Toys,3,107.52,Credit Card,26-08-21,Kanyon,0,0
10.42.0.211-36.110.210.167-53758-80-6,coupon_320437,C866676,Male,22,Clothing,1,300.08,Credit Card,19-02-22,Metrocity,0,0
182.22.65.136-10.42.0.211-443-55513-6,coupon_129150,C336940,Female,61,Cosmetics,5,203.3,Cash,21-03-21,Emaar Square Mall,1,1
203.205.147.229-10.42.0.211-80-48641-6,coupon_220277,C190660,Male,54,Books,4,60.6,Credit Card,30-07-21,Metrocity,1,1
10.42.0.211-123.125.29.220-56230-80-6,coupon_332398,C986930,Female,63,Shoes,2,1200.34,Credit Card,14-12-22,Metrocity,0,0
10.42.0.211-10.42.0.1-42805-53-17,coupon_284561,C738384,Male,25,Clothing,5,1500.4,Cash,13-02-22,Istinye Park,0,0
10.42.0.211-104.244.43.3-49158-443-6,coupon_659761,C144584,Female,47,Clothing,1,300.08,Credit Card,18-01-21,Kanyon,1,1
172.217.10.138-10.42.0.42-443-50424-6,coupon_131914,C283898,Female,44,Shoes,2,1200.34,Cash,25-08-22,Kanyon,1,1
10.42.0.211-23.21.69.150-55136-443-6,coupon_310772,C237664,Female,54,Shoes,5,3000.85,Cash,19-05-21,Istinye Park,1,1
203.205.191.23-10.42.0.211-80-48188-6,coupon_227236,C273853,Female,62,Shoes,3,1800.51,Debit Card,18-02-23,Mall of Istanbul,1,1
10.42.0.42-31.13.71.37-33718-443-6,coupon_162777,C807680,Male,48,Food & Beverage,5,26.15,Cash,16-05-22,Metrocity,1,1
182.22.25.124-10.42.0.211-443-54099-6,coupon_300240,C832533,Male,58,Clothing,5,1500.4,Cash,11-10-22,Mall of Istanbul,1,1
202.77.129.150-10.42.0.42-443-51266-6,coupon_240951,C201574,Male,31,Cosmetics,3,121.98,Cash,21-12-22,Kanyon,1,1
203.205.179.170-10.42.0.42-80-51623-6,coupon_140289,C292453,Male,53,Cosmetics,4,162.64,Debit Card,06-12-21,Mall of Istanbul,1,1
10.42.0.211-10.42.0.1-19654-53-17,coupon_227560,C121797,Male,55,Technology,1,1050.0,Cash,25-07-21,Mall of Istanbul,0,0
10.42.0.211-10.42.0.1-8095-53-17,coupon_168758,C111342,Male,46,Clothing,1,300.08,Cash,23-10-21,Mall of Istanbul,1,1
172.217.10.46-10.42.0.151-443-52987-6,coupon_134212,C135306,Male,20,Clothing,4,1200.32,Credit Card,11-09-21,Metropol AVM,0,0
10.42.0.151-10.42.0.1-22308-53-17,coupon_221692,C295218,Female,58,Books,4,60.6,Credit Card,16-10-21,Metropol AVM,1,1
10.42.0.211-123.125.29.220-55628-80-6,coupon_335631,C193441,Male,49,Books,4,60.6,Cash,10-12-21,Mall of Istanbul,1,1
10.42.0.151-31.13.80.52-49925-443-6,coupon_171398,C526385,Male,63,Clothing,4,1200.32,Cash,22-04-21,Viaport Outlet,1,1
10.42.0.42-52.179.189.71-43705-443-6,coupon_333138,C172204,Male,42,Clothing,2,600.16,Credit Card,19-02-22,Kanyon,0,0
172.217.3.106-10.42.0.151-443-55046-6,coupon_186856,C457598,Female,40,Food & Beverage,5,26.15,Credit Card,06-10-21,Kanyon,1,1
10.42.0.211-36.51.254.232-55956-443-6,coupon_326733,C247589,Male,28,Technology,2,2100.0,Credit Card,13-08-22,Kanyon,0,0
10.42.0.151-101.226.103.112-34762-80-6,coupon_329009,C198161,Female,68,Cosmetics,4,162.64,Credit Card,20-02-23,Mall of Istanbul,0,0
10.42.0.211-10.42.0.1-26019-53-17,coupon_274131,C118460,Female,23,Food & Beverage,4,20.92,Cash,01-03-21,Emaar Square Mall,1,1
10.42.0.211-10.42.0.1-17139-53-17,coupon_402704,C121551,Male,28,Clothing,3,900.24,Credit Card,08-06-21,Forum Istanbul,1,1
172.217.7.1-10.42.0.211-443-37090-6,coupon_158587,C119297,Male,40,Clothing,3,900.24,Credit Card,09-03-22,Mall of Istanbul,0,0
192.229.173.173-10.42.0.211-443-40171-6,coupon_332029,C301181,Female,18,Shoes,3,1800.51,Credit Card,03-04-22,Metrocity,1,1
10.42.0.151-10.42.0.1-41941-53-17,coupon_166536,C106583,Female,56,Toys,5,179.2,Credit Card,11-02-22,Mall of Istanbul,1,1
10.42.0.151-66.102.255.61-50174-80-6,coupon_178847,C803010,Male,38,Toys,1,35.84,Cash,22-11-22,Istinye Park,1,1
